time,stapm_value,ppt_limit_fast,ppt_value_fast,ppt_limit_slow,ppt_value_slow,ppt_value_apu
22/02/2025 16:20:31,"16,366",20,"20,175",20,"16,918","16,918"
22/02/2025 16:20:32,"14,88",20,"15,153",20,"15,411","15,411"
22/02/2025 16:20:33,"14,882",20,"17,495",20,"15,435","15,435"
22/02/2025 16:20:34,"14,885",20,"13,46",20,"15,479","15,479"
22/02/2025 16:20:35,"14,888",20,"21,557",20,"15,532","15,532"
22/02/2025 16:20:36,"14,889",20,"18,122",20,"15,465","15,465"
22/02/2025 16:20:37,"14,891",20,"16,752",20,"15,494","15,494"
22/02/2025 16:20:39,"14,894",20,"19,027",20,"15,542","15,542"
22/02/2025 16:20:40,"14,896",20,"15,658",20,"15,512","15,512"
22/02/2025 16:20:41,"14,898",20,"15,659",20,"15,506","15,506"
22/02/2025 16:20:42,"14,9",20,"15,905",20,"15,524","15,524"
22/02/2025 16:20:43,"14,902",20,"14,798",20,"15,496","15,496"
22/02/2025 16:20:44,"14,904",20,"18,383",20,"15,512","15,512"
22/02/2025 16:20:45,"14,905",20,"18,632",20,"15,464","15,464"
22/02/2025 16:20:46,"14,907",20,"13,128",20,"15,47","15,47"
22/02/2025 16:20:47,"14,91",20,"17,824",20,"15,497","15,497"
22/02/2025 16:20:48,"14,912",20,"18,131",20,"15,497","15,497"
22/02/2025 16:20:49,"14,914",20,"12,078",20,"15,519","15,519"
22/02/2025 16:20:50,"14,918",20,"13,621",20,"15,594","15,594"
22/02/2025 16:20:51,"14,922",20,"18,059",20,"15,66","15,66"
22/02/2025 16:20:52,"14,924",20,"20,094",20,"15,646","15,646"
22/02/2025 16:20:53,"14,925",20,"18,404",20,"15,543","15,543"
22/02/2025 16:20:54,"14,929",20,"18,628",20,"15,652","15,652"
22/02/2025 16:20:55,"14,932",20,"19,759",20,"15,689","15,689"
22/02/2025 16:20:56,"14,934",20,"13,756",20,"15,656","15,656"
22/02/2025 16:20:57,"14,938",20,"17,29",20,"15,684","15,684"
22/02/2025 16:20:58,"14,941",20,"15,902",20,"15,699","15,699"
22/02/2025 16:20:59,"14,943",20,"16,818",20,"15,654","15,654"
22/02/2025 16:21:00,"14,944",20,"10,077",20,"15,586","15,586"
22/02/2025 16:21:01,"14,945",20,"18,366",20,"15,536","15,536"
22/02/2025 16:21:02,"14,95",20,"17,522",20,"15,653","15,653"
22/02/2025 16:21:03,"14,953",20,"11,444",20,"15,668","15,668"
22/02/2025 16:21:04,"14,957",20,"8,495",20,"15,77","15,77"
22/02/2025 16:21:05,"14,961",20,"17,156",20,"15,821","15,821"
22/02/2025 16:21:07,"14,965",20,"15,031",20,"15,841","15,841"
22/02/2025 16:21:08,"14,967",20,"19,918",20,"15,769","15,769"
22/02/2025 16:21:09,"14,969",20,"15,157",20,"15,726","15,726"
22/02/2025 16:21:10,"14,971",20,"17,855",20,"15,642","15,642"
22/02/2025 16:21:11,"14,973",20,"19,457",20,"15,633","15,633"
22/02/2025 16:21:12,"14,973",20,"20,097",20,"15,525","15,525"
22/02/2025 16:21:13,"14,975",20,"17,929",20,"15,505","15,505"
22/02/2025 16:21:14,"14,978",20,"13,921",20,"15,519","15,519"
22/02/2025 16:21:15,"14,975",20,"6,379",20,"15,273","15,273"
22/02/2025 16:21:16,"14,975",20,"18,801",20,"15,235","15,235"
22/02/2025 16:21:17,"14,977",20,"21,127",20,"15,27","15,27"
22/02/2025 16:21:18,"14,978",20,"13,408",20,"15,26","15,26"
22/02/2025 16:21:19,"14,979",20,"10,976",20,"15,278","15,278"
22/02/2025 16:21:20,"14,981",20,"9,079",20,"15,291","15,291"
22/02/2025 16:21:21,"14,983",20,"18,807",20,"15,339","15,339"
22/02/2025 16:21:22,"14,985",20,"13,065",20,"15,339","15,339"
22/02/2025 16:21:23,"14,984",20,"13,618",20,"15,211","15,211"
22/02/2025 16:21:24,"14,984",20,"20,808",20,"15,174","15,174"
22/02/2025 16:21:25,"14,985",20,"17,319",20,"15,193","15,193"
22/02/2025 16:21:26,"14,986",20,"18,296",20,"15,179","15,179"
22/02/2025 16:21:27,"14,986",20,"20,055",20,"15,174","15,174"
22/02/2025 16:21:28,"14,988",20,"16,79",20,"15,219","15,219"
22/02/2025 16:21:29,"16,487",20,"15,523",20,"16,7","16,7"
22/02/2025 16:21:30,"14,989",20,"18,647",20,"15,19","15,19"
22/02/2025 16:21:31,"14,99",20,"20,73",20,"15,189","15,189"
22/02/2025 16:21:32,"14,99",20,"16,598",20,"15,164","15,164"
22/02/2025 16:21:33,"14,991",20,"14,384",20,"15,172","15,172"
22/02/2025 16:21:35,"14,991",20,"12,011",20,"15,122","15,122"
22/02/2025 16:21:36,"14,991",20,"15,611",20,"15,082","15,082"
22/02/2025 16:21:37,"14,991",20,"11,789",20,"15,056","15,056"
22/02/2025 16:21:38,"14,992",20,"21,942",20,"15,077","15,077"
22/02/2025 16:21:39,"14,993",20,"15,722",20,"15,089","15,089"
22/02/2025 16:21:40,"14,993",20,"19,644",20,"15,071","15,071"
22/02/2025 16:21:41,"14,993",20,"15,593",20,"15,064","15,064"
22/02/2025 16:21:42,"14,994",20,"19,891",20,"15,078","15,078"
22/02/2025 16:21:43,"14,993",20,"15,914",20,"15,052","15,052"
22/02/2025 16:21:44,"14,992",20,"14,987",20,"14,972","14,972"
22/02/2025 16:21:45,"14,991",20,"15,073",20,"14,932","14,932"
22/02/2025 16:21:46,"14,99",20,"12,253",20,"14,865","14,865"
22/02/2025 16:21:47,"14,99",20,"19,618",20,"14,889","14,889"
22/02/2025 16:21:48,"16,488",20,"20,468",20,"16,355","16,355"
22/02/2025 16:21:49,"14,989",20,"21,01",20,"14,847","14,847"
22/02/2025 16:21:50,"14,987",20,"15,142",20,"14,787","14,787"
22/02/2025 16:21:51,"14,987",20,"13,776",20,"14,813","14,813"
22/02/2025 16:21:52,"14,986",20,"14,107",20,"14,773","14,773"
22/02/2025 16:21:53,"14,985",20,"17,126",20,"14,756","14,756"
22/02/2025 16:21:54,"14,984",20,"14,777",20,"14,76","14,76"
22/02/2025 16:21:55,"14,983",20,"15,86",20,"14,735","14,735"
22/02/2025 16:21:56,"14,982",20,"9,556",20,"14,746","14,746"
22/02/2025 16:21:57,"14,983",20,"17,223",20,"14,803","14,803"
22/02/2025 16:21:58,"14,982",20,"17,493",20,"14,799","14,799"
22/02/2025 16:21:59,"14,983",20,"20,844",20,"14,888","14,888"
22/02/2025 16:22:00,"14,984",20,"17,195",20,"14,975","14,975"
22/02/2025 16:22:01,"16,484",20,"19,286",20,"16,5","16,5"
22/02/2025 16:22:02,"14,986",20,"14,895",20,"15,052","15,052"
22/02/2025 16:22:03,"14,988",20,"13,352",20,"15,107","15,107"
22/02/2025 16:22:05,"14,988",20,"15,381",20,"15,113","15,113"
22/02/2025 16:22:06,"14,989",20,"9,726",20,"15,135","15,135"
22/02/2025 16:22:07,"14,99",20,"16,425",20,"15,114","15,114"
22/02/2025 16:22:08,"14,989",20,"14,917",20,"15,074","15,074"
22/02/2025 16:22:09,"14,99",20,"14,998",20,"15,086","15,086"
22/02/2025 16:22:10,"14,99",20,"17,765",20,"15,044","15,044"
22/02/2025 16:22:11,"14,989",20,"17,684",20,"15,002","15,002"
22/02/2025 16:22:12,"14,99",20,"14,529",20,"15,025","15,025"
22/02/2025 16:22:13,"14,99",20,"20,615",20,"15,017","15,017"
22/02/2025 16:22:14,"14,991",20,"20,23",20,"15,054","15,054"
22/02/2025 16:22:15,"14,991",20,"12,548",20,"15,015","15,015"
22/02/2025 16:22:16,"14,991",20,"15,599",20,"15,035","15,035"
22/02/2025 16:22:17,"14,992",20,"15,742",20,"15,058","15,058"
22/02/2025 16:22:18,"14,993",20,"13,731",20,"15,072","15,072"
22/02/2025 16:22:19,"14,993",20,"18,035",20,"15,079","15,079"
22/02/2025 16:22:20,"14,993",20,"16,422",20,"15,063","15,063"
22/02/2025 16:22:21,"14,994",20,"17,736",20,"15,079","15,079"
22/02/2025 16:22:22,"14,993",20,"14,494",20,"15,009","15,009"
22/02/2025 16:22:23,"14,994",20,"16,189",20,"15,019","15,019"
22/02/2025 16:22:24,"14,995",20,"22,036",20,"15,069","15,069"
22/02/2025 16:22:25,"14,994",20,"19,137",20,"15,026","15,026"
22/02/2025 16:22:26,"14,995",20,"18,468",20,"15,034","15,034"
22/02/2025 16:22:27,"14,995",20,"13,793",20,"15,025","15,025"
22/02/2025 16:22:28,"14,995",20,"16,566",20,"15,028","15,028"
22/02/2025 16:22:29,"14,996",20,"14,244",20,"15,073","15,073"
22/02/2025 16:22:30,"14,997",20,"15,839",20,"15,074","15,074"
22/02/2025 16:22:31,"14,997",20,"17,071",20,"15,066","15,066"
22/02/2025 16:22:32,15,20,"19,269",20,"15,221","15,221"
22/02/2025 16:22:33,"15,002",20,"16,01",20,"15,238","15,238"
22/02/2025 16:22:35,"15,001",20,"16,179",20,"15,178","15,178"
22/02/2025 16:22:36,"15,001",20,"17,884",20,"15,124","15,124"
22/02/2025 16:22:37,"15,001",20,"11,155",20,"15,081","15,081"
22/02/2025 16:22:38,"15,001",20,"17,602",20,"15,079","15,079"
22/02/2025 16:22:39,"15,001",20,"19,083",20,"15,042","15,042"
22/02/2025 16:22:40,"15,001",20,"19,095",20,"15,017","15,017"
22/02/2025 16:22:41,15,20,"19,1",20,"14,948","14,948"
22/02/2025 16:22:42,"14,998",20,"19,295",20,"14,871","14,871"
22/02/2025 16:22:43,"14,997",20,"19,385",20,"14,849","14,849"
22/02/2025 16:22:44,"14,997",20,"19,173",20,"14,867","14,867"
22/02/2025 16:22:45,"14,996",20,"13,808",20,"14,812","14,812"
22/02/2025 16:22:46,"14,997",20,"7,818",20,"14,904","14,904"
22/02/2025 16:22:47,15,20,"11,931",20,"15,045","15,045"
22/02/2025 16:22:48,"16,501",20,"12,069",20,"16,6","16,6"
22/02/2025 16:22:49,15,20,"16,194",20,"15,015","15,015"
22/02/2025 16:22:50,"14,995",20,"14,284",20,"14,748","14,748"
22/02/2025 16:22:51,"14,995",20,"18,999",20,"14,77","14,77"
22/02/2025 16:22:52,"14,994",20,"19,316",20,"14,78","14,78"
22/02/2025 16:22:53,"14,995",20,"17,8",20,"14,858","14,858"
22/02/2025 16:22:54,"14,994",20,"10,701",20,"14,849","14,849"
22/02/2025 16:22:55,"14,995",20,"18,466",20,"14,91","14,91"
22/02/2025 16:22:56,"14,995",20,"18,968",20,"14,892","14,892"
22/02/2025 16:22:57,"14,994",20,"15,175",20,"14,889","14,889"
22/02/2025 16:22:58,"14,994",20,"19,418",20,"14,897","14,897"
22/02/2025 16:22:59,"14,994",20,"7,313",20,"14,91","14,91"
22/02/2025 16:23:00,"14,995",20,"10,242",20,"14,941","14,941"
22/02/2025 16:23:01,"14,995",20,"13,269",20,"14,94","14,94"
22/02/2025 16:23:03,"14,995",20,"14,111",20,"14,946","14,946"
22/02/2025 16:23:04,"14,995",20,"11,562",20,"14,951","14,951"
22/02/2025 16:23:05,"14,994",20,"11,783",20,"14,888","14,888"
22/02/2025 16:23:06,"14,994",20,"11,28",20,"14,918","14,918"
22/02/2025 16:23:07,"14,995",20,"19,689",20,"14,99","14,99"
22/02/2025 16:23:08,"14,997",20,"18,351",20,"15,055","15,055"
22/02/2025 16:23:09,"14,996",20,"13,561",20,"15,007","15,007"
22/02/2025 16:23:10,"14,995",20,"12,511",20,"14,959","14,959"
22/02/2025 16:23:11,"14,996",20,"14,541",20,"14,983","14,983"
22/02/2025 16:23:12,"14,997",20,"12,106",20,"15,031","15,031"
22/02/2025 16:23:13,"14,999",20,"9,445",20,"15,107","15,107"
22/02/2025 16:23:14,"14,999",20,"21,282",20,"15,088","15,088"
22/02/2025 16:23:15,"14,995",20,"15,697",20,"14,869","14,869"
22/02/2025 16:23:16,"14,996",20,"20,495",20,"14,902","14,902"
22/02/2025 16:23:17,"16,495",20,"13,961",20,"16,401","16,401"
22/02/2025 16:23:18,"14,997",20,"17,625",20,"14,983","14,983"
22/02/2025 16:23:19,"14,998",20,"18,772",20,"15,023","15,023"
22/02/2025 16:23:20,"14,994",20,"4,335",20,"14,813","14,813"
22/02/2025 16:23:21,"14,994",20,"19,376",20,"14,856","14,856"
22/02/2025 16:23:22,"14,995",20,"15,4",20,"14,91","14,91"
22/02/2025 16:23:23,"14,995",20,"9,331",20,"14,909","14,909"
22/02/2025 16:23:24,"14,996",20,"17,81",20,"14,988","14,988"
22/02/2025 16:23:25,"14,996",20,"13,666",20,"14,956","14,956"
22/02/2025 16:23:26,"14,996",20,"11,554",20,"14,977","14,977"
22/02/2025 16:23:27,"14,997",20,"13,022",20,"15,02","15,02"
22/02/2025 16:23:28,"16,498",20,"17,506",20,"16,561","16,561"
22/02/2025 16:23:30,"14,996",20,"14,832",20,"14,954","14,954"
22/02/2025 16:23:31,"14,996",20,"19,605",20,"14,945","14,945"
22/02/2025 16:23:32,"14,997",20,"11,793",20,"14,982","14,982"
22/02/2025 16:23:33,"16,497",20,"18,308",20,"16,478","16,478"
22/02/2025 16:23:34,"14,998",20,"13,871",20,"15,002","15,002"
22/02/2025 16:23:35,"14,997",20,"15,192",20,"14,984","14,984"
22/02/2025 16:23:36,"14,998",20,"18,81",20,"14,985","14,985"
22/02/2025 16:23:37,"14,998",20,"20,695",20,"15,014","15,014"
22/02/2025 16:23:38,"14,998",20,"15,166",20,"14,972","14,972"
22/02/2025 16:23:39,"14,998",20,"11,44",20,"14,987","14,987"
22/02/2025 16:23:40,"14,999",20,"12,295",20,"15,019","15,019"
22/02/2025 16:23:41,"14,999",20,"17,584",20,"15,027","15,027"
22/02/2025 16:23:42,15,20,"16,182",20,"15,076","15,076"
22/02/2025 16:23:43,"15,001",20,"18,31",20,"15,081","15,081"
22/02/2025 16:23:44,"15,001",20,"18,575",20,"15,05","15,05"
22/02/2025 16:23:45,"15,001",20,"16,876",20,"15,035","15,035"
22/02/2025 16:23:46,"15,001",20,"20,983",20,"15,04","15,04"
22/02/2025 16:23:47,"16,503",20,"7,773",20,"16,592","16,592"
22/02/2025 16:23:48,"16,503",20,"21,793",20,"16,567","16,567"
22/02/2025 16:23:49,"15,001",20,"16,353",20,"14,979","14,979"
22/02/2025 16:23:50,15,20,"17,344",20,"14,895","14,895"
22/02/2025 16:23:51,"14,999",20,"6,543",20,"14,872","14,872"
22/02/2025 16:23:52,"14,998",20,"20,185",20,"14,858","14,858"
22/02/2025 16:23:53,"16,499",20,"18,305",20,"16,417","16,417"
22/02/2025 16:23:54,"14,999",20,"14,953",20,"14,895","14,895"
22/02/2025 16:23:56,"14,997",20,"17,137",20,"14,847","14,847"
22/02/2025 16:23:57,"14,998",20,"14,816",20,"14,876","14,876"
22/02/2025 16:23:58,"14,999",20,"15,603",20,"14,964","14,964"
22/02/2025 16:23:59,"14,999",20,"16,742",20,"14,966","14,966"
22/02/2025 16:24:00,"14,998",20,"9,107",20,"14,89","14,89"
22/02/2025 16:24:01,"14,999",20,"17,126",20,"14,978","14,978"
22/02/2025 16:24:02,"14,999",20,"10,649",20,"14,964","14,964"
22/02/2025 16:24:03,"14,999",20,"7,272",20,"14,943","14,943"
22/02/2025 16:24:04,"14,998",20,"13,524",20,"14,907","14,907"
22/02/2025 16:24:05,"14,998",20,"12,889",20,"14,904","14,904"
22/02/2025 16:24:06,"14,998",20,"13,764",20,"14,94","14,94"
22/02/2025 16:24:07,"14,998",20,"16,552",20,"14,93","14,93"
22/02/2025 16:24:08,"14,998",20,"17,925",20,"14,94","14,94"
22/02/2025 16:24:09,"14,999",20,"19,141",20,"14,971","14,971"
22/02/2025 16:24:10,"14,998",20,"17,4",20,"14,954","14,954"
22/02/2025 16:24:11,"14,998",20,"15,463",20,"14,956","14,956"
22/02/2025 16:24:12,"14,999",20,"19,122",20,"14,982","14,982"
22/02/2025 16:24:13,"14,999",20,"18,045",20,"14,958","14,958"
22/02/2025 16:24:14,"14,999",20,"17,818",20,"14,978","14,978"
22/02/2025 16:24:15,"14,998",20,"4,943",20,"14,928","14,928"
22/02/2025 16:24:16,"16,498",20,"19,443",20,"16,436","16,436"
22/02/2025 16:24:17,"14,998",20,"18,48",20,"14,934","14,934"
22/02/2025 16:24:18,"14,999",20,"22,949",20,"14,976","14,976"
22/02/2025 16:24:19,"14,998",20,"17,893",20,"14,941","14,941"
22/02/2025 16:24:20,"14,997",20,"15,259",20,"14,879","14,879"
22/02/2025 16:24:21,"14,997",20,"19,054",20,"14,911","14,911"
22/02/2025 16:24:22,"14,997",20,"17,717",20,"14,92","14,92"
22/02/2025 16:24:23,"14,997",20,"20,178",20,"14,946","14,946"
22/02/2025 16:24:25,"14,997",20,"15,76",20,"14,922","14,922"
22/02/2025 16:24:26,"14,997",20,"9,671",20,"14,925","14,925"
22/02/2025 16:24:27,"14,997",20,"14,822",20,"14,949","14,949"
22/02/2025 16:24:28,"14,997",20,"16,614",20,"14,946","14,946"
22/02/2025 16:24:29,"14,998",20,"19,795",20,"14,968","14,968"
22/02/2025 16:24:30,"14,997",20,"18,288",20,"14,955","14,955"
22/02/2025 16:24:31,"14,995",20,"20,041",20,"14,859","14,859"
22/02/2025 16:24:32,"14,995",20,"14,672",20,"14,883","14,883"
22/02/2025 16:24:33,"14,996",20,"16,987",20,"14,938","14,938"
22/02/2025 16:24:34,"14,996",20,"18,809",20,"14,942","14,942"
22/02/2025 16:24:35,"14,996",20,"18,505",20,"14,946","14,946"
22/02/2025 16:24:36,"14,998",20,"19,698",20,"15,013","15,013"
22/02/2025 16:24:37,"14,999",20,"11,733",20,"15,076","15,076"
22/02/2025 16:24:38,"15,001",20,"10,976",20,"15,165","15,165"
22/02/2025 16:24:39,"15,001",20,"14,052",20,"15,124","15,124"
22/02/2025 16:24:40,15,20,"4,445",20,"15,044","15,044"
22/02/2025 16:24:41,"15,001",20,"12,793",20,"15,061","15,061"
22/02/2025 16:24:42,"15,001",20,"17,803",20,"15,018","15,018"
22/02/2025 16:24:43,"15,001",20,"13,336",20,"15,024","15,024"
22/02/2025 16:24:44,"15,001",20,"18,485",20,"14,987","14,987"
22/02/2025 16:24:45,"14,997",20,"14,717",20,"14,803","14,803"
22/02/2025 16:24:46,"14,996",20,"9,481",20,"14,762","14,762"
22/02/2025 16:24:47,"14,998",20,"19,673",20,"14,917","14,917"
22/02/2025 16:24:48,"14,998",20,"14,972",20,"14,933","14,933"
22/02/2025 16:24:49,"14,999",20,"17,141",20,"14,953","14,953"
22/02/2025 16:24:50,"14,997",20,"12,642",20,"14,852","14,852"
22/02/2025 16:24:52,"14,996",20,"19,096",20,"14,849","14,849"
22/02/2025 16:24:53,15,20,"14,893",20,"15,035","15,035"
22/02/2025 16:24:54,"15,002",20,"19,554",20,"15,136","15,136"
22/02/2025 16:24:55,"15,001",20,"14,533",20,"15,042","15,042"
22/02/2025 16:24:56,"15,001",20,"8,806",20,"15,033","15,033"
22/02/2025 16:24:57,"15,001",20,"16,49",20,"15,043","15,043"
22/02/2025 16:24:58,15,20,"17,872",20,"14,98","14,98"
22/02/2025 16:24:59,15,20,"14,439",20,"14,991","14,991"
22/02/2025 16:25:00,"14,999",20,"15,671",20,"14,909","14,909"
22/02/2025 16:25:01,"15,001",20,"12,271",20,"15,014","15,014"
22/02/2025 16:25:02,"15,001",20,"19,427",20,"14,996","14,996"
22/02/2025 16:25:03,"15,001",20,"19,005",20,"14,984","14,984"
22/02/2025 16:25:04,"15,001",20,"20,24",20,"14,983","14,983"
22/02/2025 16:25:05,"15,001",20,"21,275",20,"15,004","15,004"
22/02/2025 16:25:06,"16,501",20,"15,022",20,"16,488","16,488"
22/02/2025 16:25:07,"15,001",20,"7,882",20,"14,978","14,978"
22/02/2025 16:25:08,"15,001",20,"18,441",20,"14,999","14,999"
22/02/2025 16:25:09,"15,001",20,"15,049",20,"14,986","14,986"
22/02/2025 16:25:10,"15,001",20,"8,629",20,"14,96","14,96"
22/02/2025 16:25:11,"15,001",20,"18,325",20,"14,96","14,96"
22/02/2025 16:25:12,"15,001",20,"17,099",20,"14,957","14,957"
22/02/2025 16:25:13,"15,001",20,"11,97",20,"14,949","14,949"
22/02/2025 16:25:14,15,20,"18,641",20,"14,934","14,934"
22/02/2025 16:25:15,15,20,"22,007",20,"14,94","14,94"
22/02/2025 16:25:16,"15,001",20,"17,878",20,"14,981","14,981"
22/02/2025 16:25:18,"15,001",20,"11,22",20,"14,956","14,956"
22/02/2025 16:25:19,"14,998",20,"7,593",20,"14,841","14,841"
22/02/2025 16:25:20,"14,996",20,"19,168",20,"14,751","14,751"
22/02/2025 16:25:21,"14,997",20,"18,046",20,"14,85","14,85"
22/02/2025 16:25:22,"15,001",20,"15,266",20,"15,048","15,048"
22/02/2025 16:25:23,"16,501",20,"17,44",20,"16,506","16,506"
22/02/2025 16:25:24,"15,001",20,"17,734",20,15,15
22/02/2025 16:25:25,"16,501",20,"19,713",20,"16,481","16,481"
22/02/2025 16:25:26,"14,998",20,"18,959",20,"14,834","14,834"
22/02/2025 16:25:27,15,20,"19,33",20,"14,983","14,983"
22/02/2025 16:25:28,"15,001",20,"16,509",20,"15,029","15,029"
22/02/2025 16:25:29,"15,001",20,"16,155",20,15,15
22/02/2025 16:25:30,15,20,"17,652",20,"14,964","14,964"
22/02/2025 16:25:31,"15,001",20,"15,805",20,"14,977","14,977"
22/02/2025 16:25:32,"15,001",20,"17,463",20,"14,98","14,98"
22/02/2025 16:25:33,"15,001",20,"18,217",20,"14,967","14,967"
22/02/2025 16:25:34,"15,001",20,"14,312",20,"14,974","14,974"
22/02/2025 16:25:35,"15,001",20,"16,324",20,"14,961","14,961"
22/02/2025 16:25:36,"15,001",20,"18,841",20,"14,957","14,957"
22/02/2025 16:25:37,15,20,"14,983",20,"14,919","14,919"
22/02/2025 16:25:38,"15,001",20,"18,977",20,"14,964","14,964"
22/02/2025 16:25:39,"15,001",20,"16,764",20,"14,955","14,955"
22/02/2025 16:25:40,"14,999",20,"16,861",20,"14,9","14,9"
22/02/2025 16:25:41,15,20,"14,183",20,"14,937","14,937"
22/02/2025 16:25:42,"15,001",20,"18,269",20,"14,971","14,971"
22/02/2025 16:25:44,15,20,"18,165",20,"14,952","14,952"
22/02/2025 16:25:45,15,20,"17,37",20,"14,952","14,952"
22/02/2025 16:25:46,15,20,"18,431",20,"14,931","14,931"
22/02/2025 16:25:47,15,20,"11,19",20,"14,932","14,932"
22/02/2025 16:25:48,15,20,"14,859",20,"14,956","14,956"
22/02/2025 16:25:49,15,20,"20,12",20,"14,942","14,942"
22/02/2025 16:25:50,"14,996",20,"9,331",20,"14,763","14,763"
22/02/2025 16:25:51,"14,991",20,"6,085",20,"14,528","14,528"
22/02/2025 16:25:52,"14,992",20,"9,784",20,"14,641","14,641"
22/02/2025 16:25:53,"14,994",20,"13,482",20,"14,824","14,824"
22/02/2025 16:25:54,"14,997",20,"17,907",20,"14,984","14,984"
22/02/2025 16:25:55,"14,997",20,"15,875",20,"14,976","14,976"
22/02/2025 16:25:56,"14,997",20,"19,228",20,"14,999","14,999"
22/02/2025 16:25:57,"14,996",20,"15,828",20,"14,928","14,928"
22/02/2025 16:25:58,"14,998",20,"18,443",20,"15,019","15,019"
22/02/2025 16:25:59,"16,498",20,"17,48",20,"16,516","16,516"
22/02/2025 16:26:00,"14,998",20,"9,592",20,"15,015","15,015"
22/02/2025 16:26:01,"14,999",20,"16,413",20,"15,029","15,029"
22/02/2025 16:26:02,"14,998",20,"12,269",20,"14,997","14,997"
22/02/2025 16:26:03,"14,998",20,"17,252",20,"14,992","14,992"
22/02/2025 16:26:04,"14,998",20,"16,974",20,"14,984","14,984"
22/02/2025 16:26:05,"14,999",20,"17,518",20,"15,019","15,019"
22/02/2025 16:26:06,"14,999",20,"18,731",20,"15,002","15,002"
22/02/2025 16:26:07,"14,998",20,"18,689",20,"14,955","14,955"
22/02/2025 16:26:09,"14,999",20,"15,849",20,"14,982","14,982"
22/02/2025 16:26:10,"16,497",20,"18,722",20,"16,374","16,374"
22/02/2025 16:26:11,"16,499",20,"21,025",20,"16,485","16,485"
22/02/2025 16:26:12,"14,999",20,"16,689",20,"14,992","14,992"
22/02/2025 16:26:13,"16,499",20,"16,952",20,"16,488","16,488"
22/02/2025 16:26:14,"14,999",20,"13,436",20,"14,964","14,964"
22/02/2025 16:26:15,"14,998",20,"8,354",20,"14,932","14,932"
22/02/2025 16:26:16,"14,998",20,"17,05",20,"14,959","14,959"
22/02/2025 16:26:17,"14,999",20,"15,96",20,"15,005","15,005"
22/02/2025 16:26:18,15,20,"10,527",20,"15,007","15,007"
22/02/2025 16:26:19,15,20,"19,904",20,"15,002","15,002"
22/02/2025 16:26:20,"14,999",20,"18,262",20,"14,981","14,981"
22/02/2025 16:26:21,"14,999",20,"9,688",20,"14,966","14,966"
22/02/2025 16:26:22,"14,999",20,"15,77",20,"14,98","14,98"
22/02/2025 16:26:23,"14,999",20,"13,408",20,"14,961","14,961"
22/02/2025 16:26:24,15,20,"19,448",20,"14,974","14,974"
22/02/2025 16:26:25,"14,999",20,"5,861",20,"14,968","14,968"
22/02/2025 16:26:26,15,20,"17,884",20,"14,983","14,983"
22/02/2025 16:26:27,15,20,"16,798",20,"14,987","14,987"
22/02/2025 16:26:28,15,20,"18,036",20,"14,97","14,97"
22/02/2025 16:26:29,15,20,"16,076",20,"14,979","14,979"
22/02/2025 16:26:30,"14,996",20,"4,68",20,"14,779","14,779"
22/02/2025 16:26:31,"14,996",20,"19,439",20,"14,812","14,812"
22/02/2025 16:26:32,"14,997",20,"13,072",20,"14,889","14,889"
22/02/2025 16:26:34,15,20,"13,745",20,"15,068","15,068"
22/02/2025 16:26:35,15,20,"18,934",20,"15,026","15,026"
22/02/2025 16:26:36,"16,5",20,"20,512",20,"16,501","16,501"
22/02/2025 16:26:37,15,20,"6,696",20,"14,988","14,988"
22/02/2025 16:26:38,"14,999",20,"18,418",20,"14,956","14,956"
22/02/2025 16:26:39,15,20,"17,696",20,"14,992","14,992"
22/02/2025 16:26:40,"14,999",20,"15,774",20,"14,954","14,954"
22/02/2025 16:26:41,"14,999",20,"19,158",20,"14,929","14,929"
22/02/2025 16:26:42,15,20,"13,22",20,"14,984","14,984"
22/02/2025 16:26:43,15,20,"5,624",20,"14,948","14,948"
22/02/2025 16:26:44,15,20,"11,38",20,"14,957","14,957"
22/02/2025 16:26:45,15,20,"18,13",20,"14,974","14,974"
22/02/2025 16:26:46,15,20,"15,979",20,"14,975","14,975"
22/02/2025 16:26:47,15,20,"17,628",20,"14,973","14,973"
22/02/2025 16:26:48,15,20,"12,813",20,"14,957","14,957"
22/02/2025 16:26:49,15,20,"12,76",20,"14,965","14,965"
22/02/2025 16:26:50,"14,998",20,"19,468",20,"14,854","14,854"
22/02/2025 16:26:51,"14,997",20,"13,949",20,"14,821","14,821"
22/02/2025 16:26:52,"14,996",20,"10,266",20,"14,795","14,795"
22/02/2025 16:26:53,"14,996",20,"11,648",20,"14,841","14,841"
22/02/2025 16:26:54,"14,997",20,"17,6",20,"14,912","14,912"
22/02/2025 16:26:55,"14,996",20,"12,611",20,"14,86","14,86"
22/02/2025 16:26:56,"16,494",20,"18,753",20,"16,297","16,297"
22/02/2025 16:26:57,"14,994",20,"16,843",20,"14,786","14,786"
22/02/2025 16:26:59,"14,992",20,"15,939",20,"14,717","14,717"
22/02/2025 16:27:00,"14,99",20,"16,947",20,"14,69","14,69"
22/02/2025 16:27:01,"14,989",20,"17,294",20,"14,678","14,678"
22/02/2025 16:27:02,"14,987",20,"15,849",20,"14,634","14,634"
22/02/2025 16:27:03,"14,987",20,"17,121",20,"14,697","14,697"
22/02/2025 16:27:04,"14,987",20,"19,102",20,"14,741","14,741"
22/02/2025 16:27:05,"14,985",20,"15,839",20,"14,69","14,69"
